codigo sampler,Matriz,SubMatriz,granulometría - micrometro,grasa - nmr,humedad - determinador halogeno,limite de fluidez  anton paar,viscosidad plastica  anton paar,"('acidez', '135')","('acidez', '154')","('acidez', '155')","('acidez', '160')","('acidez', '179')","('amargor', '135')","('amargor', '154')","('amargor', '155')","('amargor', '160')","('amargor', '179')","('aroma', '135')","('aroma', '154')","('aroma', '155')","('aroma', '160')","('aroma', '179')","('astringencia', '135')","('astringencia', '154')","('astringencia', '155')","('astringencia', '160')","('astringencia', '179')","('dulce', '135')","('dulce', '154')","('dulce', '155')","('dulce', '160')","('dulce', '179')","('velocidad fusion', '135')","('velocidad fusion', '154')","('velocidad fusion', '155')","('velocidad fusion', '160')","('velocidad fusion', '179')",Relev aroma-135,Relev aroma-154,Relev aroma-155,Relev aroma-160,Relev aroma-179,Relev dulce-135,Relev dulce-154,Relev dulce-155,Relev dulce-160,Relev dulce-179,Relev amargor-135,Relev amargor-154,Relev amargor-155,Relev amargor-160,Relev amargor-179,Relev acidez-135,Relev acidez-154,Relev acidez-155,Relev acidez-160,Relev acidez-179,Relev astringencia-135,Relev astringencia-154,Relev astringencia-155,Relev astringencia-160,Relev astringencia-179,Relev velocidad fusion-135,Relev velocidad fusion-154,Relev velocidad fusion-155,Relev velocidad fusion-160,Relev velocidad fusion-179
D07222702,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,35.4412,0.26,46.499,5.0495,2.5,,,1.0,,4.0,,,3.0,,6.0,,,3.0,,1.0,,,2.0,,6.0,,,3.0,,5.5,,,6.0,,0.24927786782321235,0.185674507472048,0.185674507472048,0.1936986097606436,0.185674507472048,0.24455965584108152,0.18597716590358734,0.18597716590358734,0.1975088464481565,0.18597716590358734,0.24638107792266786,0.18546781566595028,0.18546781566595028,0.1972154750794813,0.18546781566595028,0.2514708939012229,0.18453316514296353,0.18453316514296353,0.1949296106698865,0.18453316514296353,0.24221505765080414,0.18635940252345437,0.18635940252345437,0.19870673477883288,0.18635940252345437,0.23842017173172286,0.18559057616880864,0.18559057616880864,0.2048080997618511,0.18559057616880864
D07231158,Chocolate,Chocolate de Avena,25.0,35.1418,0.07,6.3762,1.521,,,1.0,1.0,,,,4.0,2.0,,,,5.0,3.0,,,,1.0,2.0,,,,6.0,3.0,,,,5.0,3.0,,0.1607604785857233,0.1607604785857233,0.24867134511872585,0.2690472191241043,0.1607604785857233,0.15526386845704576,0.15526386845704576,0.26977065936476385,0.26443773526409875,0.15526386845704576,0.14835839753117003,0.14835839753117003,0.25701220297448174,0.2979126044320082,0.14835839753117003,0.1459467678043937,0.1459467678043937,0.2733685983159408,0.2887910982708782,0.1459467678043937,0.13492278552468137,0.13492278552468137,0.2832326296668323,0.31199901375912353,0.13492278552468137,0.1537383766552653,0.1537383766552653,0.26994381803520145,0.2688410519990025,0.1537383766552653
D07231159,Chocolate,Chocolate de Avena,25.0,37.3932,0.1,9.3569,0.8998,,,,,1.5,,,,,4.0,,,,,5.0,,,,,3.0,,,,,2.5,,,,,4.0,0.18419673521735286,0.18419673521735286,0.18419673521735286,0.18419673521735286,0.2632130591305886,0.1849341218057422,0.1849341218057422,0.1849341218057422,0.1849341218057422,0.26026351277703125,0.18088936946176207,0.18088936946176207,0.18088936946176207,0.18088936946176207,0.2764425221529517,0.17664162858215898,0.17664162858215898,0.17664162858215898,0.17664162858215898,0.29343348567136407,0.17289420677829295,0.17289420677829295,0.17289420677829295,0.17289420677829295,0.30842317288682825,0.18384973474588714,0.18384973474588714,0.18384973474588714,0.18384973474588714,0.2646010610164515
D07231582,Chocolate,Chocolate Oscuro / Dark Chocolate,22.0,43.3597,0.06,9.7306,1.0461,,,2.0,,3.0,,,7.0,,5.0,,,5.0,,6.0,,,3.0,,4.0,,,4.0,,2.0,,,6.0,,4.0,0.1659474225009712,0.1659474225009712,0.2439225742268148,0.1659474225009712,0.25823515827027177,0.16179929674971577,0.16179929674971577,0.2649544969271615,0.16179929674971577,0.2496476128236911,0.1545594616402206,0.1545594616402206,0.2581344837863268,0.1545594616402206,0.2781871312930114,0.14538883147205592,0.14538883147205592,0.27280098911626416,0.14538883147205592,0.2910325164675681,0.14064535293092248,0.14064535293092248,0.2777450164397331,0.14064535293092248,0.30031892476749944,0.1527748824429569,0.1527748824429569,0.2913948503503225,0.1527748824429569,0.25028050232080684
D07231995,Chocolate,Chocolate de Avena,22.0,39.7983,0.19,5.1393,1.0019,,,,,0.0,,,,,2.0,,,,,4.0,,,,,2.0,,,,,3.0,,,,,4.0,0.1985680250317444,0.1985680250317444,0.1985680250317444,0.1985680250317444,0.20572789987302254,0.19827475631408364,0.19827475631408364,0.19827475631408364,0.19827475631408364,0.20690097474366537,0.1980233411104371,0.1980233411104371,0.1980233411104371,0.1980233411104371,0.20790663555825153,0.19844038577532822,0.19844038577532822,0.19844038577532822,0.19844038577532822,0.20623845689868728,0.19716384018787517,0.19716384018787517,0.19716384018787517,0.19716384018787517,0.21134463924849933,0.19908861397047023,0.19908861397047023,0.19908861397047023,0.19908861397047023,0.20364554411811908
D07231996,Chocolate,Chocolate Oscuro / Dark Chocolate,25.0,35.1519,0.03,48.512,2.5772,,,1.0,1.0,,,,6.0,4.0,,,,5.0,2.0,,,,3.0,5.0,,,,4.0,3.0,,,,6.0,6.0,,0.16417543958320402,0.16417543958320402,0.20476117643632274,0.3027125048140652,0.16417543958320402,0.1583564695341324,0.1583564695341324,0.2365234078290042,0.2884071835685985,0.1583564695341324,0.15145153101515813,0.15145153101515813,0.1944317039195255,0.351213703035,0.15145153101515813,0.145588777975623,0.145588777975623,0.20804998433012276,0.3551836817430082,0.145588777975623,0.13436481377427348,0.13436481377427348,0.18242824423403162,0.4144773144431479,0.13436481377427348,0.15762053568779458,0.15762053568779458,0.2411587998954202,0.2859795930411961,0.15762053568779458
D07231997,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,34.6433,0.24,24.804,3.2507,,,1.0,1.0,,,,6.0,4.0,,,,5.0,2.0,,,,3.0,5.0,,,,4.0,3.0,,,,5.0,5.0,,0.195586586860134,0.195586586860134,0.1975404476161921,0.21569979180340604,0.195586586860134,0.19428842804897153,0.19428842804897153,0.19988004812247115,0.21725466773061425,0.19428842804897153,0.19462172417739795,0.19462172417739795,0.19913249219022186,0.2170023352775843,0.19462172417739795,0.19345770320002664,0.19345770320002664,0.19877174967570316,0.220855140724217,0.19345770320002664,0.19278544214500123,0.19278544214500123,0.1976025022972436,0.2240411712677527,0.19278544214500123,0.1936989675899478,0.1936989675899478,0.20290358107029388,0.2159995161598627,0.1936989675899478
D07232099,Chocolate,Chocolate de Avena,21.0,38.5649,0.01,8.8826,1.1929,,,,0.0,,,,,0.0,,,,,6.0,,,,,0.0,,,,,8.0,,,,,7.0,,0.16842823118686578,0.16842823118686578,0.16842823118686578,0.3262870752525369,0.16842823118686578,0.16905105540772739,0.16905105540772739,0.16905105540772739,0.32379577836909046,0.16905105540772739,0.15939360925125726,0.15939360925125726,0.15939360925125726,0.36242556299497086,0.15939360925125726,0.14988076294931954,0.14988076294931954,0.14988076294931954,0.4004769482027218,0.14988076294931954,0.13860703525647816,0.13860703525647816,0.13860703525647816,0.4455718589740874,0.13860703525647816,0.1700959275508591,0.1700959275508591,0.1700959275508591,0.3196162897965637,0.1700959275508591
D07232484,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,26.36,0.11,164.62,22.606,,,0.0,,2.0,,,2.0,,5.0,,,4.0,,5.0,,,1.0,,4.0,,,6.0,,2.5,,,4.0,,4.0,0.19895257806456823,0.19895257806456823,0.20418958214431474,0.19895257806456823,0.19895268366198052,0.19973631060564534,0.19973631060564534,0.20105474660993491,0.19973631060564534,0.19973632157312912,0.19657323687317016,0.19657323687317016,0.21370677315510406,0.19657323687317016,0.19657351622538558,0.19718420036422654,0.19718420036422654,0.21105898638372622,0.19718420036422654,0.19738841252359418,0.19391794359098513,0.19391794359098513,0.21764347804808626,0.19391794359098513,0.20060269117895843,0.19954487104016158,0.19954487104016158,0.20181899826704822,0.19954487104016158,0.1995463886124672
D08210265,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,37.7784,0.27,8.9521,1.1837,1.0,1.0,,,,6.0,6.0,,,,6.0,7.0,,,,3.0,4.0,,,,2.0,2.0,,,,6.0,5.0,,,,0.20728234300443749,0.21123670362050873,0.19382698445835128,0.19382698445835128,0.19382698445835128,0.20579058858595847,0.209855558574639,0.19478461761313418,0.19478461761313418,0.19478461761313418,0.2153574194005508,0.21254955080063176,0.19069767659960582,0.19069767659960582,0.19069767659960582,0.21425979958007685,0.21495759958964775,0.19026086694342512,0.19026086694342512,0.19026086694342512,0.2164975600187795,0.2166293657080158,0.18895769142440155,0.18895769142440155,0.18895769142440155,0.2159387350973417,0.21995077119413806,0.18803683123617337,0.18803683123617337,0.18803683123617337
D08210266,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,37.2856,0.19,11.7557,0.9511,2.0,1.0,,,,5.0,6.0,,,,6.0,7.0,,,,3.0,4.0,,,,5.0,4.0,,,,6.0,5.0,,,,0.20478687289174707,0.19915102950504124,0.19868736586773725,0.19868736586773725,0.19868736586773725,0.20807580839369266,0.19812984721390595,0.19793144813080044,0.19793144813080044,0.19793144813080044,0.20180950663744365,0.20135799833358745,0.1989441650096563,0.1989441650096563,0.1989441650096563,0.20373346093369257,0.199707444917595,0.19885303138290414,0.19885303138290414,0.19885303138290414,0.2024383812572939,0.20059267496833874,0.19898964792478913,0.19898964792478913,0.19898964792478913,0.20232601910266756,0.20226451739283707,0.19846982116816514,0.19846982116816514,0.19846982116816514
D08210361,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,46.3718,0.35,11.6552,0.8316,1.0,0.0,,,,6.0,7.0,,,,5.0,6.0,,,,3.0,4.0,,,,4.0,5.0,,,,6.0,5.0,,,,0.20421327702202838,0.2338751967804639,0.18730384206583595,0.18730384206583595,0.18730384206583595,0.21243456624897455,0.2339901644967431,0.1845250897514274,0.1845250897514274,0.1845250897514274,0.2070688209981624,0.23782671761431637,0.18503482046250705,0.18503482046250705,0.18503482046250705,0.21123870788810145,0.24828959259206376,0.18015723317327825,0.18015723317327825,0.18015723317327825,0.19861062413518848,0.25768148392238394,0.1812359639808092,0.1812359639808092,0.1812359639808092,0.21751843143732277,0.25938832695750696,0.17436441386839005,0.17436441386839005,0.17436441386839005
D08211152,Chocolate,Chocolate Oscuro / Dark Chocolate,22.0,50.0222,0.29,5.2038,0.6692,1.0,1.5,1.0,,,5.5,5.5,6.0,,,6.0,6.5,5.0,,,3.0,4.0,3.0,,,4.5,3.5,4.0,,,5.25,5.0,6.0,,,0.17824947993605658,0.24158893088969813,0.22367907309302554,0.1782412580406099,0.1782412580406099,0.17721643904673395,0.23930042945675167,0.22940115617999576,0.17704098765825932,0.17704098765825932,0.17061540822897758,0.2550405638356718,0.23315379353988752,0.17059511719773157,0.17059511719773157,0.17143288749704422,0.2577940891526421,0.22817982989658483,0.17129659672686445,0.17129659672686445,0.16483761916227466,0.2572922293768326,0.2523248537713003,0.16277264884479628,0.16277264884479628,0.16320580271680393,0.2707781349826908,0.24117348351346662,0.16242128939351938,0.16242128939351938
D08211153,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,50.0366,0.3,5.6962,0.7279,2.0,2.0,3.0,,,5.5,5.5,6.0,,,5.5,6.0,5.0,,,3.0,3.5,3.0,,,4.5,4.0,4.0,,,5.5,5.0,6.0,,,0.17679317875224365,0.2379972077518222,0.23220069385720157,0.1765044598193663,0.1765044598193663,0.17645926929092043,0.23541708160805033,0.237965622700562,0.17507901320023364,0.17507901320023364,0.1686461259638417,0.2472950714144807,0.24737891395218514,0.16833994433474625,0.16833994433474625,0.16972958152504705,0.25139045816135785,0.24196714356481636,0.16845640837438933,0.16845640837438933,0.16007289509984662,0.24907665054652517,0.2715552984852686,0.15964757793417983,0.15964757793417983,0.16215883521671257,0.2616905054025397,0.25759523955400704,0.15927770991337034,0.15927770991337034
D08211224,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,38.1634,0.19,9.143,1.4247,2.0,1.0,1.0,,,7.0,7.0,6.0,,,6.0,7.0,6.0,,,3.0,4.0,4.0,,,5.0,4.0,4.0,,,6.0,5.0,6.0,,,0.20326823656201737,0.19697119252075168,0.20709414172917417,0.19633321459402833,0.19633321459402833,0.20766601177324268,0.19672375605201056,0.2026272335182505,0.19649149932824816,0.19649149932824816,0.19946714168046703,0.19868350474391253,0.20955953098211527,0.19614491129675263,0.19614491129675263,0.20207552407163065,0.1970397122046642,0.20838447335648935,0.19625014518360792,0.19625014518360792,0.19901043846494365,0.1961047670955093,0.21552240077247192,0.19468119683353755,0.19468119683353755,0.2020244652204817,0.20098657982306448,0.20212738591591087,0.19743078452027146,0.19743078452027146
D08211225,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,37.6781,0.25,9.6655,1.2885,2.0,1.0,1.0,,,6.0,7.0,6.0,,,6.0,7.0,6.0,,,4.0,4.0,5.0,,,6.0,5.0,5.0,,,6.0,5.0,6.0,,,0.20026008885587657,0.20653218085007183,0.203006097898822,0.19510081619761485,0.19510081619761485,0.1971151882249553,0.20345595166130767,0.21116947999835617,0.19412969005769043,0.19412969005769043,0.20433995892546367,0.20817903013921799,0.20325287162704594,0.1921140696541362,0.1921140696541362,0.20297749618278507,0.20864312029347243,0.20337961859787423,0.19249988246293417,0.19249988246293417,0.20415285124018692,0.21003894860443306,0.20362105568355662,0.19109357223591172,0.19109357223591172,0.20108360812412462,0.2115291652357608,0.2095464277416418,0.1889203994492364,0.1889203994492364
D08211641,Chocolate,Chocolate sucedaneo oscuro,39.0,27.7428,0.38,6.53,5.92,0.0,0.0,1.0,,,3.0,3.0,4.0,,,6.0,6.0,5.0,,,0.0,1.0,1.0,,,6.0,5.0,6.0,,,6.0,5.0,6.0,,,0.22950596371797716,0.20887629934157004,0.2070082812691273,0.17730472783566278,0.17730472783566278,0.2679507779565233,0.19884208244206633,0.1981610769049904,0.16752303134820998,0.16752303134820998,0.20361092672918815,0.21726590529494874,0.2488572623916458,0.16513295279210866,0.16513295279210866,0.22290003303815858,0.19164341353175168,0.262537040236546,0.16145975659677186,0.16145975659677186,0.20081234335803905,0.1987119168267653,0.284480769758038,0.1579974850285788,0.1579974850285788,0.24685959018038287,0.21441983741882661,0.21958004843210302,0.1595702619843437,0.1595702619843437
D08212075,Chocolate,Chocolate sucedaneo con leche,31.0,32.0386,0.13,13.16,1.06,1.0,0.0,,,,4.0,0.0,,,,6.0,5.0,,,,0.0,0.0,,,,6.0,5.0,,,,6.5,4.0,,,,0.19821358142848833,0.22319859524529134,0.19286260777540679,0.19286260777540679,0.19286260777540679,0.1975566275718252,0.22513389075026297,0.19243649389263723,0.19243649389263723,0.19243649389263723,0.20028612735161347,0.22505302020062357,0.19155361748258767,0.19155361748258767,0.19155361748258767,0.19832146869319026,0.22975740740387285,0.1906403746343123,0.1906403746343123,0.1906403746343123,0.19624096386791395,0.23551036093553873,0.18941622506551578,0.18941622506551578,0.18941622506551578,0.19606946032208825,0.22809812676067082,0.19194413763908033,0.19194413763908033,0.19194413763908033
D08212085,Chocolate,Chocolate Oscuro / Dark Chocolate,32.0,28.7432,0.26,6.92,3.76,1.0,1.0,1.0,,,5.0,5.0,4.0,,,6.0,6.0,5.0,,,4.0,3.0,3.0,,,5.0,4.0,5.0,,,5.5,5.0,6.0,,,0.24194070372726997,0.2090218610147212,0.19198594590345122,0.17852574467727877,0.17852574467727877,0.24499215255582948,0.20775954239620742,0.19439952514519693,0.17642438995138307,0.17642438995138307,0.23681416591900717,0.21398568431137946,0.20058292593233132,0.17430861191864105,0.17430861191864105,0.24437555725875,0.20465133358321377,0.20681208861184985,0.17208051027309315,0.17208051027309315,0.2562953581184337,0.2062393727054691,0.19944096909881545,0.16901215003864087,0.16901215003864087,0.25184659614861094,0.20756547598464536,0.19708460148763624,0.1717516631895538,0.1717516631895538
D08212086,Chocolate,Chocolate Oscuro / Dark Chocolate,27.0,29.2157,0.25,34.17,3.72,2.0,1.0,1.0,,,5.0,5.0,4.0,,,6.0,6.0,5.0,,,2.0,2.0,2.0,,,5.0,4.0,5.0,,,6.0,5.0,6.0,,,0.2606498963062638,0.21100868480610768,0.179028720680265,0.17465634910368177,0.17465634910368177,0.2521242479187689,0.21355477042753326,0.18284239949847733,0.17573929107761022,0.17573929107761022,0.2523412675633477,0.21922731333919307,0.18382094485886097,0.1723052371192992,0.1723052371192992,0.25992540601270187,0.20965630991226147,0.1860142761045945,0.17220200398522104,0.17220200398522104,0.2662098162024063,0.2106632094337284,0.1837292239884047,0.16969887518773033,0.16969887518773033,0.24999398132920153,0.22088220730958882,0.18443129232748673,0.1723462595168615,0.1723462595168615
D08212443,Chocolate,Chocolate Oscuro / Dark Chocolate,21.0,32.4591,0.08,72.45,3.22,1.5,1.0,,,,5.5,5.0,,,,6.0,7.0,,,,2.5,3.5,,,,5.0,4.0,,,,5.75,5.0,,,,0.19348992953650157,0.22849021286615454,0.19267328586578125,0.19267328586578125,0.19267328586578125,0.19186024837314128,0.2327362031425702,0.1918011828280962,0.1918011828280962,0.1918011828280962,0.19783910145614578,0.24496230600301128,0.185732864180281,0.185732864180281,0.185732864180281,0.19329104265603567,0.23742247068662164,0.18976216221911424,0.18976216221911424,0.18976216221911424,0.19551198082802781,0.2530086747528986,0.1838264481396912,0.1838264481396912,0.1838264481396912,0.18479566810843706,0.2703519339602089,0.181617465977118,0.181617465977118,0.181617465977118
D08212444,Chocolate,Chocolate Oscuro / Dark Chocolate,39.0,36.036,0.21,12.78,1.1,0.0,0.0,,,,6.0,7.0,,,,6.0,7.0,,,,4.0,3.0,,,,4.0,3.0,,,,5.5,5.0,,,,0.19848367545624754,0.21664010502585185,0.19495873983930023,0.19495873983930023,0.19495873983930023,0.20200512386216238,0.21657791657031095,0.19380565318917553,0.19380565318917553,0.19380565318917553,0.1964908094634065,0.2178958022585118,0.19520446275936057,0.19520446275936057,0.19520446275936057,0.19854548534858968,0.21772503921674294,0.1945764918115558,0.1945764918115558,0.1945764918115558,0.1960117718182916,0.22523934709387827,0.1929162936959434,0.1929162936959434,0.1929162936959434,0.20069116192462821,0.2204951930303939,0.19293788168165926,0.19293788168165926,0.19293788168165926
D08212445,Chocolate,Chocolate Oscuro / Dark Chocolate,26.0,27.9048,0.26,30.95,4.78,1.0,0.0,1.0,,,4.0,3.0,4.0,,,6.0,6.0,5.0,,,1.0,1.0,1.0,,,6.0,5.0,5.0,,,5.0,5.0,5.0,,,0.2753901148868199,0.20979772746594874,0.17609174995164406,0.16936020384779363,0.16936020384779363,0.2681518358046433,0.21195619310557,0.18006839450976964,0.1699117882900085,0.1699117882900085,0.26335305823850874,0.2221234162946824,0.1824994108111894,0.16601205732780971,0.16601205732780971,0.2738474884592022,0.20883181262463918,0.18527476900935702,0.16602296495340077,0.16602296495340077,0.27757106751612076,0.2103312154574512,0.1851571416145742,0.16347028770592692,0.16347028770592692,0.2600868224830412,0.22444941199377444,0.18215608278876383,0.16665384136721034,0.16665384136721034
D08212612,Chocolate,Chocolate Oscuro / Dark Chocolate,26.0,44.8203,0.32,4.5,1.64,2.0,1.0,1.0,,,5.5,6.0,6.0,,,6.0,6.0,5.0,,,2.0,3.0,2.0,,,5.0,4.0,4.0,,,6.0,5.0,6.0,,,0.18619916853005167,0.2130549027234486,0.25506652340179353,0.1728397026723531,0.1728397026723531,0.1877540880922719,0.20567118006007853,0.2682438461063558,0.16916544287064691,0.16916544287064691,0.18292774254164684,0.20517221218236537,0.28557041643261627,0.16316481442168576,0.16316481442168576,0.18442311931175603,0.21010181892491628,0.2846905362407952,0.16039226276126625,0.16039226276126625,0.16940728468420538,0.2053314564921076,0.3170072659829113,0.1541269964203879,0.1541269964203879,0.18380727920622,0.20886703974205814,0.30258530265582806,0.1523701891979469,0.1523701891979469
D08212613,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,44.3152,0.33,7.3,1.86,1.0,0.0,1.0,,,5.0,6.0,6.0,,,5.0,5.0,6.0,,,3.0,4.0,4.0,,,5.0,4.0,4.0,,,6.0,5.0,6.0,,,0.18864906670778794,0.21354015883499552,0.2559182940821646,0.1709462401875259,0.1709462401875259,0.1891296583145735,0.20696121555771316,0.2722716330226594,0.16581874655252699,0.16581874655252699,0.18504626569521107,0.2038142823038658,0.29059586404640675,0.16027179397725813,0.16027179397725813,0.18770671622849913,0.2128275887071845,0.28411729978289507,0.1576741976407106,0.1576741976407106,0.1686876636043192,0.20654178980055954,0.3268546794042948,0.14895793359541318,0.14895793359541318,0.1842488994846335,0.21038250828268407,0.3109729217547867,0.1471978352389479,0.1471978352389479
D08220275,Chocolate,Chocolate Oscuro / Dark Chocolate,22.0,36.9394,0.24,14.492,1.6027,,,,,3.0,,,,,5.0,,,,,4.0,,,,,4.0,,,,,2.0,,,,,4.0,0.19932475172429778,0.19932475172429778,0.19932475172429778,0.19932475172429778,0.20270099310280884,0.19946752559456712,0.19946752559456712,0.19946752559456712,0.19946752559456712,0.20212989762173136,0.19934711067623284,0.19934711067623284,0.19934711067623284,0.19934711067623284,0.20261155729506866,0.1983787424624253,0.1983787424624253,0.1983787424624253,0.1983787424624253,0.20648503015029876,0.19931104542712036,0.19931104542712036,0.19931104542712036,0.19931104542712036,0.2027558182915185,0.19886948514138972,0.19886948514138972,0.19886948514138972,0.19886948514138972,0.20452205943444107
D08220276,Chocolate,Chocolate Oscuro / Dark Chocolate,22.0,36.1248,0.17,10.63,1.9019,,,,,2.5,,,,,4.0,,,,,4.0,,,,,4.0,,,,,2.0,,,,,4.0,0.1956679195377055,0.1956679195377055,0.1956679195377055,0.1956679195377055,0.21732832184917802,0.1954795608255966,0.1954795608255966,0.1954795608255966,0.1954795608255966,0.21808175669761354,0.19501868545705714,0.19501868545705714,0.19501868545705714,0.19501868545705714,0.21992525817177142,0.19561822357118502,0.19561822357118502,0.19561822357118502,0.19561822357118502,0.21752710571526,0.19276911161522034,0.19276911161522034,0.19276911161522034,0.19276911161522034,0.22892355353911853,0.19626019975483094,0.19626019975483094,0.19626019975483094,0.19626019975483094,0.21495920098067625
D08220277,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,41.4086,0.21,10.868,1.5064,,,,0.0,2.0,,,,3.5,5.0,,,,2.0,5.0,,,,3.0,3.0,,,,1.0,1.0,,,,6.0,4.0,0.19833960394652872,0.19833960394652872,0.19833960394652872,0.20640352506968565,0.1985776630907281,0.19826975783182374,0.19826975783182374,0.19826975783182374,0.20660970611184587,0.19858102039268302,0.19791996876411386,0.19791996876411386,0.19791996876411386,0.20781992892640855,0.19842016478124982,0.19701849600126906,0.19701849600126906,0.19701849600126906,0.21177650239283694,0.1971680096033559,0.19628768795964105,0.19628768795964105,0.19628768795964105,0.21376626583507505,0.19737067028600183,0.19866214743238916,0.19866214743238916,0.19866214743238916,0.20519888512360948,0.19881467257922297
D08220278,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,42.6438,0.26,10.828,1.3256,,,,0.0,3.0,,,,3.0,5.0,,,,2.0,5.0,,,,2.0,5.0,,,,1.5,1.0,,,,6.0,4.0,0.19238758508407897,0.19238758508407897,0.19238758508407897,0.21695344998418634,0.20588379476357677,0.1915238248610446,0.1915238248610446,0.1915238248610446,0.22117574945267204,0.20425277596419422,0.18947005890055654,0.18947005890055654,0.18947005890055654,0.22844591692529595,0.20314390637303448,0.18729083961167023,0.18729083961167023,0.18729083961167023,0.23147291185413305,0.20665456931085638,0.18591864132971062,0.18591864132971062,0.18591864132971062,0.23951275754831375,0.20273131846255452,0.1882603875545491,0.1882603875545491,0.1882603875545491,0.2233065132745605,0.2119123240617921
D08220500,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,44.3922,0.21,8.4567,1.2813,2.0,,,,,6.0,,,,,6.0,,,,,0.0,,,,,6.0,,,,,6.0,,,,,0.20960249751262522,0.1975993756218437,0.1975993756218437,0.1975993756218437,0.1975993756218437,0.21249162846783098,0.19687709288304228,0.19687709288304228,0.19687709288304228,0.19687709288304228,0.20727227140547502,0.19818193214863128,0.19818193214863128,0.19818193214863128,0.19818193214863128,0.20942505854545157,0.1976437353636371,0.1976437353636371,0.1976437353636371,0.1976437353636371,0.21299400804942648,0.19675149798764338,0.19675149798764338,0.19675149798764338,0.19675149798764338,0.20763158252665068,0.19809210436833732,0.19809210436833732,0.19809210436833732,0.19809210436833732
D08220501,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,33.7092,0.19,22.248,1.9402,,,,,2.0,,,,,4.0,,,,,4.0,,,,,3.0,,,,,3.0,,,,,4.0,0.1988603242307818,0.1988603242307818,0.1988603242307818,0.1988603242307818,0.2045587030768728,0.19898490745604758,0.19898490745604758,0.19898490745604758,0.19898490745604758,0.20406037017580958,0.19894024437743274,0.19894024437743274,0.19894024437743274,0.19894024437743274,0.20423902249026907,0.1992754410434561,0.1992754410434561,0.1992754410434561,0.1992754410434561,0.20289823582617575,0.198240915765681,0.198240915765681,0.198240915765681,0.198240915765681,0.2070363369372761,0.19916128873029673,0.19916128873029673,0.19916128873029673,0.19916128873029673,0.20335484507881313
D08220502,Chocolate,Chocolate Oscuro / Dark Chocolate,25.0,34.2405,0.26,17.201,1.9208,,,,,2.0,,,,,4.0,,,,,5.0,,,,,4.0,,,,,4.0,,,,,4.0,0.1968017305112834,0.1968017305112834,0.1968017305112834,0.1968017305112834,0.21279307795486638,0.196815515096793,0.196815515096793,0.196815515096793,0.196815515096793,0.2127379396128281,0.19621454166113186,0.19621454166113186,0.19621454166113186,0.19621454166113186,0.21514183335547254,0.19454084130301602,0.19454084130301602,0.19454084130301602,0.19454084130301602,0.22183663478793586,0.1956510835521216,0.1956510835521216,0.1956510835521216,0.1956510835521216,0.21739566579151345,0.19556237318006447,0.19556237318006447,0.19556237318006447,0.19556237318006447,0.21775050727974224
D08221193,Chocolate,Chocolate Oscuro / Dark Chocolate,21.0,34.9531,0.22,20.989,1.9306,1.5,,1.0,,,4.5,,5.0,,,6.0,,5.0,,,0.0,,2.0,,,5.5,,5.0,,,5.5,,6.0,,,0.2025811761560074,0.1990763829120064,0.20018967510797342,0.1990763829120064,0.1990763829120064,0.20082464919935242,0.19979244918917993,0.19979800323310784,0.19979244918917993,0.19979244918917993,0.20561924598303813,0.19848127085282177,0.1989369414584966,0.19848127085282177,0.19848127085282177,0.20430069345599633,0.19881312385284958,0.19925993498545502,0.19881312385284958,0.19881312385284958,0.20651860428635255,0.1981519027323328,0.199025687516649,0.1981519027323328,0.1981519027323328,0.20375648514308983,0.19898869175614756,0.19927743958846744,0.19898869175614756,0.19898869175614756
D08221194,Chocolate,Chocolate Oscuro / Dark Chocolate,25.0,34.5186,0.25,11.402,2.1863,0.0,,1.0,,,5.0,,5.0,,,5.5,,4.0,,,1.0,,3.0,,,5.5,,5.0,,,5.5,,6.0,,,0.216161922249082,0.1941042690050444,0.20152527073578477,0.1941042690050444,0.1941042690050444,0.20996393110450093,0.19360900390345054,0.20920905718514746,0.19360900390345054,0.19360900390345054,0.22476778735721606,0.19086717884036933,0.20263067612167596,0.19086717884036933,0.19086717884036933,0.22265749540756832,0.19102990281356735,0.2042527961517297,0.19102990281356735,0.19102990281356735,0.23172559880184693,0.18895026816918165,0.20142359669060808,0.18895026816918165,0.18895026816918165,0.2223128702118473,0.1894591565839051,0.2093096600364373,0.1894591565839051,0.1894591565839051
